"","Duration..in.seconds.","Q291","MCQ_1","MCQ_2","MCQ_3","MCQ_4","MCQ_5","MCQ_6","MCQ_7","MCQ_8","MCQ_9","MCQ_10","MCQ_11","MCQ_12","MCQ_13","MCQ_14","MCQ_15","MCQ_16","MCQ_17","MCQ_18","MCQ_19","MCQ_20","MCQ_21","MCQ_22","MCQ_23","MCQ_24","MCQ_25","MCQ_26","MCQ_27","COVID_DoG_Questions.1_1","COVID_DoG_Questions.1_2","COVID_DoG_Questions.1_3","COVID_DoG_Questions.1_4","COVID_DoG_Questions.1_5","COVID_DoG_Questions.1_6","COVID_DoG_Questions.2_1","COVID_DoG_Questions.2_2","COVID_DoG_Questions.2_3","COVID_DoG_Questions.2_4","COVID_DoG_Questions.2_5","COVID_DoG_Questions.2_6","PandemicLengthExpect.1_1","PandemicLengthExpect.2_1","COVID_DoG_Questions.1","COVID_DoG_Questions.2","COVID_DoG_Questions.3","COVID_DoG_Questions.4","COVID_DoG_Questions.5","COVID_DoG_Questions.6","PandemicLengthExpect.1","SocialNorms_Family_1","SocialNorms_Family_2","SocialNorms_Family_3","SocialNorms_Friends_1","SocialNorms_Friends_2","SocialNorms_Friends_3","SocialNorms_Stranger_1","SocialNorms_Stranger_2","SocialNorms_Stranger_3","PerceivedRisk_1","PerceivedRisk_2","PerceivedRisk_3","PerceivedRisk_4","PerceivedRisk_5","PerceivedRisk_6","PerceivedValue_1","PerceivedValue_2","PerceivedValue_3","PerceivedValue_4","PerceivedValue_5","PerceivedValue_6","GCS_1","GCS_2","GCS_3","attentioncheck_1","GCS_4","GCS_5","GCS_6","IUS_1","IUS_2","IUS_3","IUS_4","IUS_5","IUS_6","IUS_7","IUS_8","IUS_9","IUS_10","IUS_11","IUS_12","MFQpart1_1","MFQpart1_2","MFQpart1_3","MFQpart1_4","MFQpart1_5","MFQpart1_6","MFQpart1_7","MFQpart1_8","MFQpart1_9","MFQpart1_10","MFQpart1_11","MFQpart1_12","MFQpart1_13","MFQpart1_14","MFQpart1_15","MFQpart1_16","MFQ_part2_1","MFQ_part2_2","MFQ_part2_3","MFQ_part2_4","MFQ_part2_5","MFQ_part2_6","MFQ_part2_7","MFQ_part2_8","MFQ_part2_9","MFQ_part2_10","MFQ_part2_11","MFQ_part2_12","MFQ_part2_13","MFQ_part2_14","MFQ_part2_15","MFQ_part2_16","Disgust_1","Disgust_2","Disgust_3","Disgust_4","Disgust_5","Disgust_6","Disgust_7","Disgust_8","Disgust_9","Disgust_10","Disgust_11","Disgust_12","Disgust_13","Disgust_14","Disgust_15","Disgust_16","Disgust_17","Disgust_18","Disgust_19","Disgust_20","Disgust_21","SDRS.5_Q1","SDRS.5_Q2","SDRS.5_Q3","SDRS.5_Q4","SDRS.5_Q5","Worries_1","Worries_2","Worries_3","Worries_4","Worries_5","Worries_6","Worries_7","Worries_8","Worries_9","Worries_10","Worries_11","Worries_12","Worries_13","Worries_14","Worries_15","Worries_16","Worries_17","Worries_18","Worries_19","Worries_20","Worries_21","Worries_22","Worries_23","Worries_24","Problems_1","Problems_2","Problems_3","Problems_4","Problems_5","Problems_6","CheckingBeh_1","CheckingBeh_2","CheckingBeh_3","CheckingBeh_4","CheckingBeh_5","CheckingBeh_6","Impacts_financial1","Impacts_financial2","Impacts_financial3","Impacts_resource1","Impacts_resource2","Impacts_resource3","Impacts_psychology1","Impacts_psychology2","Impacts_psychology3","PersonalDiagnoses_1","PersonalDiagnoses_2","PersonalDiagnoses_3","Proximity_1","attentioncheck_2","Proximity_2","News_1","News_2","Age","Gender","MaritalStatus","Ethnicity","Race","Nationality","Education","Occupation","Measure2_2","Measure2_3","Measure2_4","Measure5_1","Measure5_4","Measure5_5","Measure5_6","Measure5_7","Measure5_8","Measure5_9","Measure5_10","Measure5_11","Measure5_12","Measure5_13","Measure5_14"
"208",1499,"1","1","2","1","2","2","1","2","2","1","1","2","1","1","2","2","1","1","1","2","1","2","1","2","1","2","1","2","7","2","2","9","6","2","3","4","4","3","3","4","3","9",210,730,730,270,180,730,270,"2","1","1","1","1","1","2","2","2","3","2","2","3","3","3","3","1","1","1","1","1","5","2","1","4","4","5","3","3","2","1","4","4","1","1","4","2","1","4","1","6","6","4","4","3","2","6","5","5","2","5","6","6","3","5","6","6","6","1","6","5","6","4","6","2","4","5","6","3","2","5","6","5","4","6","6","2","2","5","1","4","5","6","3","6","6","4","6","6","2","6","1","6","2","5","4","2","2","5","5","5","4","5","5","3","1","2","1","1","1","1","3","2","1","1","1","4","4","3","4","5","2","1","1","1","1","1","1","2","1","2","3","1","1","1","1","7","2","2","7","1","1","1","1","1","1","1","3","1","6","3","43","2","2","2","4","African american","5","sales agent","3","1","1","85","50","66","100","40","70","81","81","57","68","91","50"
"209",1136,"1","1","2","1","2","2","1","2","2","1","2","2","1","1","2","2","1","1","2","2","1","2","1","2","1","2","1","2","10","13","10","13","13","13","3","3","3","3","3","3","3","13",300,390,300,390,390,390,390,"2","2","2","2","2","2","4","4","4","3","3","2","2","2","2","3","1","2","3","3","3","4","3","3","4","3","4","2","3","4","2","4","4","2","2","4","3","4","3","2","5","5","1","4","6","1","6","4","4","3","6","6","4","3","5","6","6","5","1","5","6","6","6","5","5","5","6","6","3","5","1","6","3","6","4","5","6","5","3","6","4","5","6","2","3","6","4","4","5","4","4","6","6","2","5","5","5","2","4","4","3","4","4","4","2","2","2","2","3","1","3","3","3","2","3","3","4","3","4","3","2","2","2","1","3","2","2","1","1","1","3","3","1","3","5","5","1","4","4","3","2","4","4","1","1","1","7","3","1","5","4","64","2","4","2","5","American","3","photographer","1","1","1","1","50","50","90","50","50","100","100","50","51","100","50"
"210",1374,"1","1","1","1","2","2","1","2","2","1","1","2","1","1","2","1","1","1","1","2","1","1","1","2","1","2","1","2","2","2","2","2","9","8","4","4","4","4","3","3","4","2",730,730,730,730,270,240,730,"2","1","1","3","2","2","5","5","3","3","3","3","3","2","2","2","3","1","3","3","3","3","3","2","4","3","5","2","5","5","4","5","3","3","3","5","5","3","5","4","6","6","2","4","6","1","6","5","3","2","6","6","6","4","6","1","6","6","2","3","6","6","6","5","5","1","6","4","6","2","1","1","4","1","6","4","1","6","4","1","4","5","2","6","5","1","5","4","4","6","4","1","6","5","1","1","1","2","5","3","5","4","5","3","1","1","1","1","3","2","1","1","1","1","1","1","5","3","5","3","4","2","1","1","3","1","2","1","2","2","2","1","2","1","1","1","7","1","1","7","1","2","5","1","1","5","1","3","5","4","3","39","1","2","1","5","American","6","IT Manager","5","1","1","100","6","57","0","100","0","0","0","49","28","50","0"
"211",864,"1","1","1","1","2","1","1","2","2","1","1","2","1","1","2","1","1","1","1","2","1","1","1","1","1","2","1","2","3","6","7","7","3","3","3","4","3","3","2","2","4","2",90,2190,210,210,21,21,730,"2","2","2","2","2","2","1","1","1","3","3","3","2","2","2","3","2","2","3","2","3","4","3","2","4","3","3","3","2","3","3","2","2","2","3","2","2","3","2","2","6","6","2","2","4","1","6","6","2","1","3","6","6","2","5","6","6","6","3","4","1","6","6","6","2","1","1","5","4","2","2","4","2","3","4","6","1","2","5","1","4","6","5","6","5","2","4","5","5","4","4","1","6","2","2","5","4","2","5","4","4","4","4","3","1","1","2","1","2","1","1","1","1","1","1","1","1","3","5","3","3","2","3","2","2","2","3","1","3","2","4","3","2","2","4","1","1","4","4","2","3","3","1","1","1","1","1","3","1","4","4","30","2","1","2","5","American","5","Vacation Specialist","5","1","1","60","50","40","60","80","40","40","5","40","5","80","30"
"212",1282,"1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","4","4","4","4","4","1","4","2",730,730,730,730,730,2,730,"3","3","3","3","3","3","2","2","2","3","3","2","2","2","1","2","1","2","2","2","2","4","4","3","4","4","4","4","2","3","3","3","3","2","3","3","3","3","3","2","3","4","4","4","4","3","4","4","4","4","4","5","5","5","5","3","4","3","3","4","4","6","4","5","4","2","4","4","4","3","3","3","3","2","6","5","2","5","4","1","2","4","3","5","3","4","4","3","3","6","3","4","6","4","4","3","3","3","3","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","3","2","2","2","2","2","2","2","1","1","3","4","2","2","2","2","2","2","2","1","1","2","5","5","2","1","1","3","1","3","3","3","3","30","1","1","2","5","American","3","Assistant","4","1","3","81","69","77","29","60","36","36","37","65","62","56","50"
"213",1586,"1","1","1","1","2","2","1","2","2","1","1","2","1","1","2","1","1","1","1","2","1","1","1","2","1","1","1","2","5","5","4","5","3","2","3","3","3","3","3","3","3","5",150,150,120,150,90,60,150,"2","2","3","2","2","3","3","3","4","2","3","2","2","2","1","2","2","2","3","2","3","4","4","3","4","4","3","4","3","4","2","3","4","2","2","3","2","2","3","1","3","4","2","3","3","1","2","5","3","3","3","5","5","3","4","1","5","6","3","4","3","5","5","6","2","4","2","3","4","3","3","2","2","2","3","3","2","4","3","1","3","3","2","4","3","2","4","3","5","5","3","2","3","4","4","2","2","2","3","2","2","3","2","2","2","2","1","2","2","1","2","2","2","1","1","2","3","3","4","2","2","2","1","1","2","2","1","1","3","3","2","3","2","3","5","5","1","3","3","4","4","4","2","1","3","2","1","3","3","4","4","24","2","1","1","5","united states","5","sales","4","2","2","100","60","41","15","50","70","51","40","68","60","60","56"
"214",1337,"1","1","1","2","2","1","1","2","2","1","1","2","1","1","1","1","1","1","1","2","1","1","1","1","1","1","1","2","2","2","3","4","7","6","4","4","2","2","1","1","4","3",730,730,21,28,7,6,1095,"1","1","1","2","1","4","2","3","3","2","2","2","1","1","1","3","1","3","3","3","3","5","4","3","4","5","4","4","2","3","2","3","3","2","2","1","2","3","2","3","6","6","2","3","1","1","4","6","4","1","5","5","6","4","5","2","5","6","1","4","4","6","3","5","1","1","4","3","4","3","2","1","1","5","5","3","2","4","1","2","4","3","5","4","1","1","3","1","5","2","1","3","5","3","2","2","4","2","2","2","4","4","3","4","1","1","1","1","1","1","1","1","1","1","1","1","4","3","4","2","3","3","1","1","3","1","1","1","5","4","3","4","2","4","1","1","6","2","1","6","7","5","2","1","1","1","1","3","1","5","5","32","2","1","3","2","USA","5","Teacher","4","2","1","94","30","5","2","88","26","9","13","76","88","53","35"
"215",826,"1","1","1","1","2","2","1","2","2","2","1","2","1","1","2","1","1","1","1","2","1","1","1","2","1","1","1","1","13","4","3","11","13","11","3","2","2","3","3","3","4","3",390,28,21,330,390,330,1095,"1","1","1","1","1","1","1","1","1","3","3","1","2","2","1","3","3","3","2","2","1","2","4","3","4","3","6","1","1","4","1","5","1","1","4","4","3","1","5","5","6","6","6","6","6","1","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","1","5","6","6","6","6","6","6","1","6","6","1","6","6","1","6","6","1","6","6","6","6","6","6","6","1","5","5","5","1","2","1","3","2","2","2","5","3","1","5","2","5","3","3","3","4","4","3","3","2","4","3","3","1","1","1","1","1","1","1","4","2","3","3","2","3","7","7","1","6","6","1","1","1","7","1","1","1","1","3","1","5","2","67","2","2","2","5","usa","4","optician","1","5","1","50","99","100","99","21","99","100","99","40","99","99","100"
"216",1443,"1","1","2","2","2","2","1","2","2","1","2","2","2","1","2","2","2","2","2","2","1","2","2","2","2","2","1","2","3","4","5","5","4","4","3","3","2","3","2","2","3","8",90,120,35,150,28,28,240,"6","6","6","6","5","6","4","3","5","2","2","1","2","2","1","2","3","2","2","2","1","5","6","3","4","5","2","4","1","2","1","2","1","1","1","2","2","1","2","1","3","4","3","4","5","1","3","4","2","2","3","4","4","3","5","6","4","4","4","6","5","5","4","3","4","5","5","3","1","4","4","5","4","3","4","5","1","1","4","4","4","5","2","4","5","4","4","4","5","4","5","4","3","1","4","5","4","2","1","1","1","1","1","1","1","1","1","1","2","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","2","1","1","1","1","2","3","1","6","5","3","5","1","1","6","1","1","1","1","3","1","2","2","48","2","2","2","5","american","4","homemaker","1","5","2","1","98","97","99","40","79","99","99","70","81","99","99"
"217",704,"1","1","2","2","2","2","1","2","2","1","2","2","2","1","2","2","2","1","2","2","1","2","1","2","1","2","1","2","4","3","3","2","2","2","4","4","4","4","4","4","4","2",1460,1095,1095,730,730,730,730,"1","1","1","4","4","4","4","4","4","3","3","3","3","3","3","1","1","1","2","2","1","1","1","1","4","1","6","1","5","5","3","5","4","3","4","4","5","3","4","3","6","6","1","2","1","1","6","6","2","1","1","6","6","3","2","1","6","6","1","4","1","6","6","6","3","1","1","5","6","2","2","1","3","1","3","5","1","1","2","1","2","4","1","2","4","1","2","4","3","2","5","1","1","4","1","1","1","5","3","3","3","6","5","3","1","1","1","1","1","1","1","1","2","1","1","1","4","2","3","2","2","1","2","1","3","2","2","2","2","1","1","1","1","1","6","1","1","4","4","2","5","5","2","1","1","1","1","3","1","6","3","53","2","3","2","6","US american","5","assistant","5","1","1","98","1","1","1","99","1","1","1","0","1","6","1"
"218",648,"1","1","1","1","2","2","1","2","2","1","1","2","1","1","2","1","1","1","1","2","1","1","1","2","1","1","1","2","2","2","7","5","3","4","4","4","3","3","3","2","4","2",730,730,210,150,90,28,730,"2","2","2","2","2","2","5","5","5","3","3","3","1","1","1","1","1","1","2","2","3","5","5","5","4","4","4","2","2","2","2","2","2","2","2","2","2","2","2","2","5","6","2","2","5","1","5","6","2","3","5","6","6","2","5","1","6","6","3","4","5","6","5","3","4","1","5","1","3","3","3","1","2","1","4","4","1","2","2","1","4","5","1","1","2","1","3","1","6","1","4","1","3","1","4","4","4","1","4","1","2","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","3","3","5","3","3","2","1","1","1","1","1","1","3","3","3","3","3","3","1","1","7","1","1","7","1","1","7","1","1","1","1","3","1","5","3","36","2","1","2","5","american","5","cna","4","1","3","100","50","28","0","69","49","11","10","48","26","43","7"
"219",1571,"1","1","1","1","2","1","1","2","2","1","1","2","1","1","2","1","1","1","1","2","1","1","1","2","1","2","1","2","7","2","7","2","7","4","3","4","3","4","3","3","4","2",210,730,210,730,210,120,730,"1","1","2","2","2","3","3","3","3","2","3","2","3","2","1","2","1","2","3","2","2","3","2","1","4","3","5","3","3","4","3","2","2","4","3","1","3","4","2","1","6","4","2","3","1","1","5","4","2","2","1","5","4","4","5","2","5","3","3","2","1","6","2","3","4","4","2","2","2","3","4","1","1","1","2","5","1","4","2","1","3","5","3","2","3","1","4","2","4","2","3","2","4","3","5","1","1","4","2","2","2","3","3","2","2","1","2","1","1","2","1","1","1","1","1","1","2","2","3","2","2","1","1","1","2","2","2","1","1","1","1","1","1","3","2","2","6","3","4","5","2","2","6","1","4","4","1","3","2","1","1","61","1","1","2","5","USA","4","Retired","3","3","1","75","40","75","20","50","50","30","30","75","40","30","30"
"220",1451,"1","1","2","1","2","2","1","2","2","1","2","2","2","1","2","2","2","1","2","2","1","2","1","2","1","2","1","2","10","12","8","1","1","1","3","3","3","1","1","1","3","12",300,360,240,1,1,1,360,"1","1","1","1","1","1","4","4","4","3","3","2","2","1","1","2","3","3","3","3","3","4","3","2","4","3","5","2","3","3","2","4","4","1","1","4","3","1","3","2","6","4","3","3","4","1","6","5","4","4","5","6","6","2","6","4","5","6","2","6","6","6","6","4","3","1","5","5","2","3","4","2","6","6","5","6","3","2","6","5","2","5","5","5","6","6","4","6","6","6","6","3","3","1","4","5","4","2","4","4","4","4","4","4","3","2","2","2","3","2","2","3","2","1","4","4","4","4","4","3","1","2","3","1","1","2","1","1","3","1","1","3","2","1","3","3","1","2","2","1","1","2","1","1","1","1","1","3","1","4","2","50","1","2","2","5","american","6","insurance","2","1","1","95","21","80","90","90","10","95","50","70","70","90","60"
"221",1628,"1","1","1","1","2","1","1","2","2","1","1","2","1","1","1","1","1","1","1","2","1","1","1","2","1","2","1","2","6","9","5","6","3","2","3","3","3","3","2","1","3","11",180,270,150,180,21,2,330,"1","1","1","1","1","1","4","4","4","3","3","2","2","1","1","1","1","1","3","3","3","1","4","2","4","2","4","2","4","4","3","5","4","2","2","5","4","2","4","4","6","6","1","1","3","1","4","4","1","1","4","5","6","1","4","1","4","6","1","1","3","4","5","5","1","1","3","1","4","1","1","1","1","3","5","3","1","4","1","2","4","3","4","5","1","2","4","1","4","5","1","4","6","5","2","2","2","4","5","3","5","6","5","3","1","1","1","1","1","1","1","1","1","1","1","1","5","3","3","2","2","2","1","1","1","1","1","1","4","2","1","1","3","1","1","1","7","4","4","3","7","7","1","1","1","1","1","3","1","7","5","30","1","1","2","4","American","5","public relations","3","1","5","100","80","20","0","29","22","0","0","66","40","0","0"
"223",1452,"1","2","2","2","2","2","2","2","2","1","2","2","2","1","2","2","2","2","2","2","1","2","2","2","2","2","1","2","1","1","5","1","1","1","1","1","2","1","1","1","3","13",1,1,35,1,1,1,390,"6","6","6","6","7","6","6","6","6","1","1","1","1","1","1","3","1","1","3","3","3","3","4","2","4","4","5","2","3","3","1","2","2","2","1","3","2","2","3","2","2","2","1","2","6","1","2","2","1","1","2","1","3","1","1","6","4","4","3","4","6","6","3","3","2","6","6","3","1","2","4","6","6","6","5","6","5","2","5","6","4","6","6","4","6","6","5","6","6","6","6","6","5","1","2","5","4","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","2","1","1","3","1","2","1","1","7","1","1","7","1","1","1","1","1","1","4","3","1","1","1","45","2","2","2","5","American","5","Childcare Provider ","1","5","1","0","96","100","100","0","100","100","100","50","95","100","81"
"224",1024,"1","1","1","1","2","1","1","2","2","1","1","2","1","1","2","2","1","1","1","2","1","1","2","2","1","2","1","2","7","2","1","4","1","1","3","4","1","3","1","1","4","3",210,730,1,120,1,1,1095,"1","3","4","2","2","4","2","1","1","2","3","1","1","1","1","3","2","3","3","3","3","5","2","1","4","4","2","3","1","3","1","3","4","1","1","2","1","1","3","1","5","5","1","1","1","1","5","6","3","1","1","5","6","3","1","1","5","6","2","1","1","6","6","5","4","4","3","1","4","1","1","1","1","2","5","5","1","3","2","1","2","5","2","3","6","1","4","6","2","4","2","1","2","2","2","1","2","1","3","4","5","4","5","3","1","2","3","1","2","3","1","1","1","1","1","1","2","1","3","1","1","1","1","1","1","1","1","1","3","2","2","2","3","2","3","1","5","5","5","4","2","2","4","1","1","1","1","3","1","6","3","43","1","1","2","5","American","5","Entertainment","4","1","1","80","81","9","3","91","34","0","0","69","20","10","18"
"225",1089,"1","1","2","2","2","2","1","2","2","1","2","2","1","1","2","2","2","1","2","2","1","2","2","2","1","2","1","2","2","2","2","2","2","2","4","4","4","4","4","4","4","2",730,730,730,730,730,730,730,"1","1","1","1","1","1","1","1","1","3","3","3","3","3","3","3","3","3","3","3","3","5","5","4","4","4","4","2","2","5","2","5","2","1","1","2","2","2","5","2","5","5","5","5","2","2","5","5","5","5","2","5","5","5","5","6","5","5","6","6","6","6","6","5","6","6","5","6","2","6","5","6","2","1","6","6","1","1","6","1","1","6","1","6","6","1","6","6","1","6","6","1","6","5","1","1","1","5","5","5","5","6","5","5","3","3","3","3","5","2","5","5","5","5","2","5","5","5","5","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","5","5","2","2","2","6","2","2","2","1","1","1","1","3","1","2","2","43","1","2","2","2","American","5","Insurance claims supervisor","2","1","1","0","3","7","100","4","0","9","9","9","13","10","9"
"226",1137,"1","1","2","2","2","2","1","2","2","1","2","2","2","1","2","2","2","1","2","2","1","2","2","2","2","2","1","2","1","1","1","1","1","1","1","1","1","1","1","1","3","13",1,1,1,1,1,1,390,"6","6","6","6","6","6","4","4","4","1","1","1","1","1","1","1","1","1","2","2","2","2","2","2","4","2","5","3","5","4","5","4","5","5","5","2","5","5","3","4","1","1","1","1","2","1","2","3","1","1","2","3","6","1","6","1","2","3","2","3","4","6","4","2","5","3","3","1","2","5","2","5","1","1","5","5","4","5","3","2","4","4","4","1","5","5","5","6","6","2","6","4","5","3","2","4","2","5","1","1","1","1","1","1","2","1","1","1","1","2","1","1","1","1","1","1","1","1","2","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","7","7","1","5","5","2","1","1","7","1","4","6","1","3","3","1","1","48","1","1","2","5","USA","3","self employed","1","1","1","0","85","10","5","25","75","50","50","100","50","90","10"
"227",881,"1","1","1","1","2","2","1","2","2","1","1","2","1","1","2","1","1","1","1","2","1","1","1","2","1","2","1","2","7","2","1","7","7","6","3","4","1","3","3","3","4","3",210,730,1,210,210,180,1095,"2","2","4","2","2","5","1","1","2","2","3","1","2","1","1","3","2","3","2","2","2","4","2","1","4","3","3","4","3","5","2","4","3","2","2","4","2","2","4","1","3","6","2","1","1","1","4","5","2","2","1","6","6","2","5","1","6","6","2","5","3","5","6","6","2","5","3","1","5","2","4","3","1","2","6","2","1","6","3","1","5","4","2","2","1","1","4","1","2","3","1","1","5","4","1","2","1","1","3","3","4","2","4","1","3","3","2","2","3","1","4","4","4","3","1","4","3","3","3","2","1","1","1","1","2","1","1","1","3","1","1","1","1","1","5","4","1","7","3","1","7","7","1","1","1","6","1","3","1","5","2","33","2","1","2","5","american","4","merchandiser","4","1","2","100","88","71","0","97","100","91","79","100","68","100","100"
"228",1561,"1","1","1","1","2","2","1","2","2","1","1","2","1","1","2","1","1","1","2","2","1","2","1","2","1","2","1","2","9","2","4","7","4","4","3","4","3","3","3","3","4","2",270,730,120,210,120,120,730,"2","2","5","2","2","6","3","3","6","3","3","2","2","2","2","1","1","1","3","3","3","4","2","1","4","2","5","2","3","4","4","3","2","4","4","3","3","5","2","4","5","4","3","3","3","1","6","5","3","3","3","5","5","4","4","4","5","4","5","4","4","6","6","4","4","2","5","5","4","2","5","4","1","3","3","4","4","6","3","4","4","5","3","6","2","4","5","5","2","5","3","4","6","2","2","2","1","4","5","4","3","4","4","5","1","1","3","1","3","1","2","2","2","1","1","3","5","4","5","3","4","3","2","3","3","3","3","3","1","1","1","5","1","3","5","5","1","3","3","1","5","6","1","1","3","3","2","3","2","3","1","37","1","1","2","5","US","6","food delivery","5","1","1","65","23","32","75","67","20","32","30","39","13","55","43"
"229",1336,"1","1","1","1","2","2","1","2","2","1","1","2","1","1","2","1","1","1","1","2","1","1","1","2","1","1","1","2","13","3","12","11","8","7","3","4","3","3","3","3","3","11",390,1095,360,330,240,210,330,"2","2","2","2","2","3","2","1","1","2","3","3","2","2","1","3","2","2","3","3","3","5","5","4","4","5","2","5","2","2","1","2","2","1","1","1","2","1","2","1","5","6","2","4","3","1","6","6","3","3","2","5","6","2","5","6","5","6","3","5","5","6","3","4","4","5","5","3","3","3","5","5","2","3","6","4","2","3","3","2","2","3","1","2","3","4","2","3","3","2","3","4","5","3","2","2","2","1","2","2","2","2","2","2","1","1","1","1","2","1","2","2","2","1","1","2","1","2","2","2","2","2","1","1","1","1","1","1","3","1","1","1","1","2","2","1","6","1","2","6","1","1","7","1","1","1","1","3","1","1","1","51","2","2","2","4","American USA","5","homemaker","3","2","1","1","40","100","95","80","60","100","80","80","70","100","31"
"230",1409,"1","1","2","1","2","2","1","2","2","1","2","2","1","1","2","2","2","1","2","2","1","2","1","2","1","2","1","2","3","3","2","2","2","2","4","4","4","4","4","4","4","3",1095,1095,730,730,730,730,1095,"1","1","2","1","1","3","3","3","4","3","3","2","2","2","2","2","2","2","3","3","3","6","5","3","4","5","4","4","3","3","3","5","2","3","3","2","1","3","3","2","6","6","2","5","6","1","6","6","5","4","6","6","6","5","6","3","6","6","4","6","6","6","6","6","4","2","6","6","4","3","5","6","4","2","6","6","1","5","4","1","5","6","2","6","6","1","4","6","4","3","6","3","6","2","4","5","4","1","5","5","3","3","3","2","2","2","2","3","4","2","1","3","3","1","1","3","5","5","5","5","5","5","1","1","3","2","1","2","2","3","3","2","3","3","2","1","5","4","4","3","1","6","2","1","1","1","1","3","1","6","3","31","1","1","2","5","American (U.S.)","5","Information Technology","5","1","1","70","50","90","80","100","1","100","70","80","80","100","70"
"231",1163,"1","1","2","2","2","2","1","2","2","1","2","2","1","1","2","2","2","1","2","2","1","2","1","2","1","2","1","2","5","10","9","7","7","4","3","3","3","3","3","3","4","2",150,300,270,210,210,120,730,"2","1","1","3","2","2","3","2","2","2","3","3","2","2","2","2","1","1","2","2","2","3","4","4","4","5","3","4","2","2","2","4","3","2","2","2","2","1","4","2","5","5","5","5","6","1","4","5","4","4","3","5","5","4","4","3","5","6","4","4","5","6","6","6","4","3","3","5","6","3","5","4","4","5","6","6","5","5","5","4","6","6","6","5","6","6","6","5","6","3","5","5","6","1","5","5","5","2","3","2","2","2","2","2","1","1","1","1","1","1","1","4","4","1","2","2","2","2","2","2","1","2","1","1","1","1","1","1","1","1","1","1","1","1","3","3","1","1","1","6","1","1","6","1","1","3","1","3","1","1","1","47","1","2","2","2","Indian","6","Office Manager","2","2","1","10","18","20","82","61","9","88","78","69","77","89","87"
"232",1266,"1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","7","7","7","7","7","7","3","3","3","3","3","3","4","2",210,210,210,210,210,210,730,"1","1","1","1","1","1","1","1","1","3","3","2","2","2","2","3","2","2","3","3","3","5","5","2","4","4","3","2","1","4","1","5","2","1","1","5","2","1","5","3","6","6","3","4","1","1","6","6","4","2","1","6","4","3","6","1","6","6","1","5","2","6","6","2","5","1","1","6","6","3","6","1","2","1","3","4","1","1","3","1","2","2","1","2","4","1","2","2","2","2","2","1","3","1","1","5","5","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","2","2","2","2","2","2","1","1","1","1","1","1","1","2","1","1","1","1","1","1","1","7","1","1","7","1","1","7","1","1","1","1","3","1","4","2","34","1","2","2","5","American","5","USPS Rural Carrier","5","1","1","100","9","11","1","100","1","10","10","100","50","5","5"
"233",1124,"1","1","2","1","2","2","1","2","2","1","2","2","1","1","2","2","1","1","1","2","1","2","1","2","1","2","1","2","2","10","10","8","6","3","4","3","3","3","3","3","4","2",730,300,300,240,180,90,730,"1","1","2","1","1","3","1","1","3","3","3","2","2","1","1","2","1","2","3","3","3","5","4","4","4","5","4","2","2","1","1","3","2","1","1","3","1","1","2","1","5","4","3","4","2","1","5","5","3","3","2","5","6","3","5","4","5","5","4","4","2","6","5","4","3","2","3","4","4","4","4","6","3","1","4","5","1","1","4","1","3","4","3","4","5","1","4","4","5","5","5","1","5","2","3","5","2","1","2","1","2","2","3","3","1","1","1","1","1","1","1","1","1","1","1","2","3","3","5","2","3","1","1","1","1","1","1","1","2","1","1","1","1","3","2","1","5","1","1","7","1","2","6","1","1","5","1","3","1","6","3","33","2","2","2","5","American","5","Leasing assistant","2","4","3","41","63","36","61","37","46","51","50","60","45","52","46"
"234",1623,"1","1","2","2","2","2","1","2","2","1","2","2","2","1","2","2","2","1","2","2","1","2","2","2","1","2","1","2","7","2","2","4","9","9","3","4","4","3","2","2","4","2",210,730,730,120,63,63,730,"1","1","1","2","2","2","4","2","3","3","3","2","2","1","1","2","2","2","3","2","1","5","4","4","4","3","4","3","3","3","2","4","3","1","2","2","3","1","4","2","5","6","3","3","3","1","5","4","4","3","2","5","6","4","4","3","5","5","4","2","3","6","6","5","4","2","2","6","6","2","5","5","5","3","5","5","1","4","5","1","4","4","3","4","4","2","4","4","2","3","4","2","3","1","2","5","2","2","3","1","4","3","3","2","1","1","1","1","1","1","1","1","1","1","1","1","3","2","3","1","1","1","1","1","1","1","1","1","2","1","1","1","1","1","2","3","2","1","1","7","1","1","7","1","1","1","1","3","1","3","1","40","1","2","2","5","USA","5","CSR","4","1","1","50","50","65","20","70","45","50","50","65","60","90","50"
